1687658389# #本来是一个温馨的场面，没想到……我拿你当兄弟，你却想占我便宜允悲消防蓝朋友
1694549094# #【工地塌方消防跪地挖土救被埋工人】近日，四川成都，一在建工地突遇塌方，一名工人被黄土掩埋，半个身子陷在泥土之中，情况紧急。消防员赶赴，立即跪地徒手挖掘，经过紧张救援，将被埋工人救出，并送往医院救治。提示：施工时切记保护自身安全，如遇意外及时报警。
1701030398# #辽宁消防超话浙大男生为救窒息小孩旷课被点名【祸从口“入”】&nbsp;小朋友们的喉咙、食道比较窄小，在进食时比较容易发生噎食情况，一旦发生危险，如果不能及时施救就会威胁到小朋友的性命。遇到儿童噎食该怎么办？今天教你海姆立克急救法！具体咋操作？速戳↓晚安！
1688516746# #【对娃来说这按摩床的魔力在哪呢】近日，四川眉山，熊孩子好奇心强，玩耍时不慎头卡按摩椅孔洞，家长报警求助。消防员赶赴，由家长配合安抚孩子情绪，救援人员小心破拆帮娃脱困。
1701030422# #【转发收藏！每天5个动作瘦身训练】科学健身，永远是瘦身的最好方式。①胯下击掌；②同侧提膝；③开合跳；④对侧提膝；⑤深蹲…跟消防员练起来，每天坚持打卡，保持健康好身材↓↓↓
1698941047# #【他砸窗翻进起火饭店的样子太帅了】近日，四川广安，消防员休假期间，遇一餐馆突然起火，观察火情后毫不犹豫上前，徒手破窗翻进店铺内，利用店内灭火器将火扑灭，一套动作行云流水。消防下班喝奶茶顺便灭了个火ps:对于蓝朋友来说，警情就是命令~消防蓝朋友
1689721862# #火车软卧怎么才能四个人买一间【高铁消防安全】如今高铁、火车已经成为大家的首选交通工具，那么在乘坐列车时，应该注意哪些消防安全知识呢？快戳图了解！消防小超人超话
1694029581# #【仓储物流消防知识需牢记】日常网购需求多，快递压力倍增，物流仓库的安全更是不容小觑，各类商品集中存放，一旦失火，损失和影响巨大。做好物流仓储消防工作，减少火灾隐患！戳下图一起了解防火小常识↓取快递的方式已经进化成这样了
1689815672# #【宾馆深夜起火女孩被困窗外】7月18日，朔州一宾馆深夜起火，女孩被困空调外机，消防救援人员积极赶赴现场实施救援，现场火势较大、烟雾也较大，在水枪的掩护下，消防救援人员成功营救被困女孩。火焰蓝守护平安
1691455301# #【立秋不满秋防火不可休】。今日立秋，但不意味着变凉快，秋老虎还在“作威作福”，防火意识不能松懈。工作生活中依旧需要用火用电安全。
1700860719# #【手机消防安全知识】手机已经成为现代人生活中不可缺少的一部分，随着手机使用的频繁，手机充电起火的事件也频频发生，快跟蓝朋友一起了解一下手机的正确使用方式吧！霸王茶姬小程序
1688602065# #【这掉的是蜂蜜吗这掉的是快乐啊】近日，湖北荆门，居民家房顶惊现大蜂窝，居民不堪其扰无奈报警。消防员全副武装赶赴，一出手意外直接把大蜂巢打掉了，话说虽然成功处置了蜂窝，但心里还有那么一丢丢可惜呢~
1701894508# #司机心脏骤停万幸拉了一车医护【收藏！一条能救命的急救方法合集】心脏骤停、异物卡喉、溺水、心梗、脑卒中……如遇突发急症，现场及时、正确的处理，能为医生救治创造条件，最大限度地挽救生命和减轻伤残。4分钟教你应对6种常见急症↓↓
1698176302# #【女子探洞不慎掉坑消防深夜前往救人】近日，贵州黔南，一女子与朋友结伴探洞，意外坠落至深约20米的洞穴里，双腿及左臂受伤无法动弹，只好报警求助。消防员赶赴，查看女子伤势做好前期处理后，将其转移到担架上并固定，小心翼翼地将被困女子从洞底拉出来，送往医院救治。ps：冒险有风险，须谨慎！
1691277786# #【暴雨到来前的防灾准备】遇到暴雨该怎么办？居家防范有什么要注意？车辆被困如何逃生？怎样防范次生灾害？实用防御指南↓↓暴雨天气10个安全指南
1687475339# #【婚礼现场电动厕所冒烟消防员秒扑灭】近日，浙江嘉兴，蓝朋友举行集体婚礼，现场的电动厕所突然冒烟，烟雾弥漫，火光乍现。数十名蓝朋友迅速冲上前，分分钟将明火扑灭。网友：你说你惹他们干嘛~消防蓝朋友
1695413134# #【工人作业失足坠井消防托举上岸】近日，山东菏泽，一维修工人失足坠落设备井受伤被卡，工友施救无果后报警求助。消防员赶赴，下到井底为工人穿戴好救援设备后，架起工人向上托举给力后配合井上队友将其营救出来，随后交由医护人员救治。
1692125269# #【消防员冲进滚烫铁皮房扑灭大火】近日，山西朔州，一堆放杂物的铁皮库房起火，消防员赶赴。只见现场火势猛烈，火舌破窗而出，滚滚浓烟直冲云霄，铁皮被烧得滚烫，消防员冲进翻滚的黑烟中冒着滚烫高温全力扑救，火灾被成功扑灭，但铁皮房已被烧黑，里面一片狼藉。提示：防火无小事！消防蓝朋友
1689293936# #【福州大哥叼烟下海救人烟都没湿】近日，福建一男生不慎溺水，一位叼着烟的大哥和朋友迅速下水救人。救人过程中，大哥发型没乱，烟没熄灭。
1701204264# #【被蓝朋友的深夜烤红薯勾出馋虫】红薯富含纤维素，既能阻止脂肪、胆固醇的吸收，又能分解体内的胆固醇、促进脂质代谢，还有助于肠道健康，连蓝朋友也喜欢，忍不住深夜加个餐。话说你知道烤红薯和蒸红薯哪个更健康吗？反正蓝朋友只知道那红薯外皮焦糊、内瓤软糯香甜，味道好极了～
1694720275# #【这些危险驾驶行为得当心了！】随意超车、高速随意停车、疲劳驾驶、酒后驾驶、开车玩手机……还有哪些危险驾驶恶习要避免呢？发生车祸如何自救？戳图了解～熬夜打游戏清早翻车
1691783185# #辽宁消防超话【19人被困医院电梯部分老人呼吸不畅】近日，浙江丽水，医院电梯故障19人被困，由于天气炎热加之电梯内空气流动差，部分被困老人出现了呼吸不畅。消防员紧急赶赴，快速打开电梯门，将众人小心翼翼依次救出。消防蓝朋友
1701030495# #应急科普【
1689993707# #
1693515881# #【灭火用嘴吹后果很严重】‌近日，一车库内停放的汽车突然自燃起火，着急的司机竟然选择用嘴吹来灭火，结果显而易见。眼见火势越发猛烈，‌‌热心路人连忙拿来灭火器进行扑救，最后成功将火扑灭。‌‌像这样的行为不但起不到灭火的作用，‌‌反而会错过扑救火灾的最佳时机，进而引发灾难。更多知识，
1698517406# #花50元把河南碳水全点一遍【蓝朋友花式俯卧撑带你练胸】吃喝玩乐之余可别忘了锻炼身体，不仅能够保持健康体型，也能增强免疫力。蓝朋友教大家一组花式俯卧撑，练胸一级棒哦~围观不能减重，运动才能健康，快跟蓝朋友一起健身打卡吧~
1696871391# #辽宁消防超话【密室手铐故障消防深夜助男子逃脱】近日，浙江湖州，一男子在密室逃脱店铺内玩至深夜，还未通关怎奈腕上的道具手铐出了故障无法打开，店员施救无果只好报警求助。消防员赶赴，利用工具咔嚓一声剪断玩具手铐助其脱困。提醒：玩游戏要时刻注意安全！消防蓝朋友
1691783279# #辽宁消防超话【货车爆胎一车生猪屁股都热红了】近日，内蒙古包头，一货车满载从河北运往包头的生猪，途中遇车胎受损，被困高速。由于天气炎热，猪猪们集体中暑，司机焦急报警求助。消防员赶赴，只见二师兄们屁股都热红了，立即架设水枪，给来了场凉水澡。消防蓝朋友
1693606524# #【获救大姐出院先来消防站送锦旗】近日，湖南邵阳，一位大姐手不慎卷进绞肉机，消防员及时赶到紧急施救，帮大姐脱险。出院后大姐第一件事便制作了锦旗送到消防站，言语神情中满是激动，表达内心的感谢。ps不用客气，愿大姐早日康复~
1698595265# #【火场帮忙能手消防机器人】在灭火救援中，不仅有威武的消防车，还有灭火机器人。酷似“小坦克”的它可代替蓝朋友进入事故现场开展灭火救援作业，大大减少消防救援人员伤亡。蓝朋友带你一起探索灭火机器人的威力~
1693179987# #【黄牛陷泥地四肢跪地等救援】近日，河南三门峡，一黄牛不慎陷入泥地被困，主人施救无果报警求助。消防员赶赴，这家伙在泥里许是太久，体力不支，所幸往地上一跪，任凭摆布。蓝朋友协同民警和热心村民一起，合力才将这大家伙拉出。牛：谢谢大家啦~
1691625553# #【萌娃遇上高喷消防车等于场面失控】近日，湖南株洲，萌娃组团参观消防站，当蓝朋友架起高喷消防车，场面一度失控。萌娃们直接水中撒欢儿，蓝朋友拿喇叭喊都一点叫不住啊~
1700764898# #辽宁消防超话【用大牌汽车广告打开消防车】今天，这是我见过最让我心动的汽车广告！太硬核了！原来消防器材这么牛
1690330356# #【消防员水下脱困训练完成脸憋通红】近日，云南昆明，消防员正在进行水下脱困训练时，模拟救生衣被水草缠住，需要自主脱困自救。烈日当头，在水下憋气脱衣的消防员，挑战极限完成动作后露出水面，脸被憋得通红，大口喘着粗气，看得人心疼。ps:无数次的训练，只为救援时能快一秒，再快一秒~
1700237095# #【伏案久坐的朋友收好这份健身指南】长期在办公室久坐？总是颈肩腰腿疼？蓝朋友出招了！几个动作教会你，调节身体小妙招。屏幕前的你快转发收藏，动起来，一起科学健身、保持健康~跟蓝朋友一起健身打卡
1695072547# #【消防从白天说到黑夜劝回轻生小伙】近日，山西运城，一小伙在聊天群中留下“遗言”前往水边投湖，群友报警。消防员赶赴，见小伙浮在湖中，情绪激动，还屡屡拒绝救生设备。蓝朋友耐心安抚，陪着小伙从白天聊到黑夜，最终，小伙心情平复，游回岸边，走到岸上。ps：生活很美好，千万别做傻事呀！
1700499895# #辽宁消防超话【油锅起火处置方法】保持冷静为上计，阀门开关应关闭，扑水灭火不可行，冷却灭火法可取，锅盖灭火亦可行！更多安全灭火小技巧，快来看看视频吧！全国消防宣传月
1701449546# #【敲重点！天儿再凉也别用取暖设备烤衣服】近日，湖南岳阳，一居民用电火箱烘烤衣物，一时大意出门忘关电源，时间一分一秒过去，早已烘干的衣物被引燃引发大火。不要用取暖器烘烤衣物！消防蓝朋友
